"","anger","anticipation","disgust","fear","joy","sadness","surprise","trust","negative","positive"
"298",1,0,0,2,0,3,1,2,3,1
"299",2,1,0,1,0,1,0,0,3,0
"300",2,1,0,1,0,1,0,0,3,0
"301",0,0,0,1,1,1,0,3,4,2
"302",2,1,0,1,0,1,0,0,3,0
"303",0,0,0,1,1,1,0,3,4,2
"304",1,0,0,1,0,0,0,0,2,0
"305",1,0,0,2,0,1,0,0,3,0
"306",0,0,0,1,1,1,0,3,4,2
"307",2,1,0,1,0,1,0,0,3,0
"308",0,0,0,1,1,1,0,3,4,2
"309",2,0,1,2,0,2,0,2,4,3
"310",0,0,0,0,0,0,0,1,1,1
"311",1,1,1,1,1,1,0,2,3,3
"312",0,1,0,1,1,0,0,1,1,3
"313",0,0,1,0,0,0,0,0,1,0
"314",0,0,0,1,0,0,0,0,0,1
"315",2,0,1,1,0,1,0,0,3,1
"316",0,1,0,0,0,0,0,0,1,0
"317",2,0,0,0,0,0,0,0,2,0
"318",1,0,0,2,0,1,0,0,3,0
"319",0,1,0,1,1,1,0,1,3,1
"320",1,0,0,1,0,1,1,1,2,1
"321",0,0,0,2,0,2,0,1,4,1
"322",1,1,2,0,0,0,0,1,2,0
"323",1,0,0,2,0,1,0,0,3,0
"324",0,0,0,1,1,1,0,3,4,2
"325",1,0,0,1,0,1,1,1,2,1
"326",0,0,0,0,0,0,0,1,1,1
"327",0,0,0,1,0,1,0,1,1,0
"328",0,0,0,1,0,0,0,1,1,1
"329",2,0,0,1,0,2,0,1,3,2
"330",0,1,0,0,0,0,0,1,1,3
"331",0,2,0,2,1,0,1,2,3,1
"332",0,0,0,0,0,0,0,2,0,2
"333",0,2,0,2,1,0,1,2,3,1
"334",1,0,0,1,1,2,1,3,2,4
"335",0,1,0,1,1,0,0,1,1,3
"336",0,0,0,1,1,1,0,3,4,2
"337",1,0,0,2,0,1,0,0,3,0
"338",0,1,0,1,1,0,0,1,1,3
"339",0,1,0,0,0,0,0,0,1,0
"340",0,0,0,1,1,1,0,3,4,2
"341",0,2,0,2,1,0,1,2,3,1
"342",0,0,0,1,1,1,0,3,4,2
"343",0,0,0,1,0,0,0,0,0,1
"344",0,2,0,2,1,0,1,2,3,1
"345",0,0,0,0,0,0,0,1,0,1
"346",0,0,0,1,1,1,0,3,4,2
"347",0,2,0,1,0,1,0,1,2,1
"348",0,2,0,2,1,0,1,2,3,1
"349",0,0,0,0,0,0,0,0,1,1
"350",0,0,0,1,1,1,0,3,4,2
"351",0,0,0,0,1,0,0,1,1,2
