"","anger","anticipation","disgust","fear","joy","sadness","surprise","trust","negative","positive"
"899",1,2,0,0,2,0,1,2,0,2
"900",1,0,1,1,0,1,1,1,2,3
"901",1,1,0,0,1,1,1,2,1,3
"902",0,0,1,0,0,0,0,3,0,2
"903",0,0,0,0,0,0,0,1,1,0
"904",3,2,0,1,2,0,1,3,1,2
"905",1,1,0,1,1,0,0,1,0,2
"906",3,2,0,1,2,0,1,3,1,2
"907",4,1,1,2,1,1,1,3,3,3
"908",0,0,0,0,0,0,0,2,1,0
"909",1,1,0,1,1,0,1,3,2,1
"910",2,0,2,2,0,2,0,0,3,2
"911",0,0,0,0,0,0,0,0,0,0
"912",3,1,1,2,1,0,0,1,2,2
"913",2,1,0,0,1,0,1,1,1,1
"914",3,0,5,3,0,4,0,1,7,2
"915",1,1,0,1,1,0,0,1,0,2
"916",4,1,1,2,1,1,1,3,3,3
"917",1,1,0,0,1,0,1,2,2,2
"918",1,2,0,0,1,0,1,1,2,1
"919",1,2,0,1,1,0,1,3,0,2
"920",1,2,0,0,2,0,2,2,0,4
"921",1,0,2,2,1,3,0,1,3,1
