"","anger","anticipation","disgust","fear","joy","sadness","surprise","trust","negative","positive"
"445",1,0,0,1,0,1,0,0,1,0
"446",0,0,0,1,0,1,1,0,1,0
"447",0,0,0,0,0,0,0,0,0,0
"448",0,0,0,0,0,0,0,0,0,0
"449",0,0,0,0,0,0,0,0,0,0
"450",0,0,0,0,0,0,0,0,0,0
"451",0,0,0,0,0,1,0,0,2,0
"452",0,0,0,0,0,0,0,0,0,0
"453",0,0,0,0,0,0,0,0,0,0
"454",0,0,0,0,0,0,0,0,0,1
"455",0,1,0,1,0,1,0,0,1,0
"456",0,0,0,0,0,0,0,2,0,0
"457",1,0,0,1,0,1,0,0,1,0
"458",0,0,0,0,0,0,0,0,1,0
"459",2,2,1,2,1,2,0,2,2,2
"460",1,1,0,1,0,1,0,2,1,1
"461",2,0,0,3,0,4,0,0,4,3
"462",0,0,0,1,0,1,1,1,1,0
"463",0,0,0,0,0,0,0,0,0,0
"464",0,1,0,1,0,0,0,2,1,2
"465",2,2,3,1,2,2,2,2,4,4
"466",1,1,1,2,0,1,2,3,2,2
"467",0,1,2,1,0,0,0,1,2,1
"468",1,0,0,1,0,1,0,0,1,0
"469",1,1,0,2,2,2,1,2,2,2
"470",0,0,0,0,0,0,0,0,0,0
"471",1,1,0,2,2,2,1,2,2,2
"472",1,0,0,1,1,1,0,0,0,4
"473",1,0,1,2,0,3,2,1,2,1
"474",0,0,0,0,0,0,0,0,0,0
"475",1,0,0,1,1,1,0,0,0,4
"476",0,2,0,0,2,1,1,1,0,2
"477",0,0,0,0,0,0,0,0,0,0
"478",0,0,0,1,0,1,0,1,1,1
"479",1,0,0,2,0,1,0,0,2,2
"480",0,0,0,2,0,1,1,0,1,1
"481",0,0,0,0,0,0,0,0,0,0
"482",0,0,0,0,1,0,1,0,2,1
"483",0,0,0,2,0,2,0,0,2,1
"484",0,0,0,1,0,1,1,0,1,0
"485",0,1,0,0,0,0,0,2,1,1
"486",0,1,0,1,1,0,0,4,0,4
"487",0,1,0,0,0,0,0,0,1,3
"488",0,0,0,1,0,1,1,0,1,0
"489",0,0,0,0,0,0,0,0,1,0
"490",1,1,1,2,0,1,2,3,2,2
"491",1,1,0,2,2,2,1,2,2,2
"492",1,0,1,2,0,3,2,1,2,1
"493",0,2,0,0,2,1,1,1,0,2
"494",1,0,1,1,0,0,0,2,1,2
