"","anger","anticipation","disgust","fear","joy","sadness","surprise","trust","negative","positive"
"3842",0,0,0,0,0,0,0,0,0,0
"3843",0,0,0,0,0,0,0,0,0,0
"3844",0,0,0,0,0,0,0,0,0,0
"3845",1,1,1,2,1,1,1,1,1,1
"3846",0,0,0,0,0,0,0,0,0,0
"3847",0,2,0,0,0,0,0,1,0,1
"3848",0,1,0,0,1,0,1,1,0,1
"3849",0,1,0,0,1,0,1,1,0,1
"3850",0,0,0,0,0,0,0,0,0,0
"3851",0,0,0,1,0,0,0,0,1,0
"3852",0,0,0,1,0,0,0,0,1,0
"3853",1,0,1,1,0,1,0,0,1,0
"3854",0,0,0,0,0,0,0,0,0,1
"3855",0,0,0,0,0,0,0,0,0,1
"3856",0,0,0,0,0,0,0,0,0,0
"3857",0,0,0,0,0,0,0,0,0,1
"3858",0,1,0,0,1,0,1,1,0,1
"3859",0,0,0,0,0,0,0,0,1,0
"3860",0,0,0,0,0,0,0,0,0,0
"3861",0,0,0,0,0,0,0,0,0,1
"3862",0,1,0,0,1,0,0,1,0,1
"3863",0,0,0,0,0,0,0,0,0,0
"3864",0,0,1,1,0,1,0,1,1,1
"3865",0,0,0,0,1,0,0,0,0,1
"3866",0,0,0,1,0,0,0,0,0,1
"3867",0,1,1,0,2,0,1,2,0,2
"3868",1,0,1,1,0,1,0,1,1,1
"3869",0,0,0,0,0,0,0,0,0,0
"3870",0,0,0,0,0,0,0,0,1,0
"3871",0,1,0,0,1,0,0,1,0,1
"3872",0,0,0,0,0,0,0,0,1,0
"3873",0,0,0,0,0,0,0,0,1,0
"3874",0,0,0,0,0,0,0,1,0,1
"3875",1,0,1,1,0,1,0,0,1,0
"3876",0,0,0,1,0,1,0,1,1,1
"3877",0,1,0,0,0,0,0,1,0,1
"3878",0,1,0,0,1,0,1,1,0,1
"3879",0,1,0,1,1,0,0,1,0,2
"3880",0,0,0,0,0,0,0,0,1,0
"3881",0,0,0,0,0,0,0,0,1,0
"3882",0,2,0,0,1,0,0,2,1,3
"3883",0,0,0,0,0,1,0,0,1,0
"3884",0,0,0,0,0,0,0,0,1,0
"3885",0,0,0,0,0,0,0,0,0,0
"3886",0,1,0,1,1,0,0,1,0,1
"3887",0,2,0,0,1,0,1,1,0,4
"3888",0,1,0,0,1,0,1,1,0,1
"3889",0,0,0,0,0,0,0,0,0,2
"3890",0,0,0,0,0,0,0,0,0,1
"3891",0,1,0,1,1,0,1,0,0,1
"3892",0,0,0,0,0,0,0,0,1,0
"3893",0,0,0,0,0,0,0,0,0,0
"3894",0,0,0,0,0,0,0,0,1,0
"3895",0,0,0,0,0,0,0,0,1,0
"3896",0,0,0,0,0,0,0,0,1,0
"3897",0,0,0,0,0,0,0,0,0,0
"3898",0,0,0,0,0,0,0,0,0,0
"3899",0,1,0,0,1,0,1,1,0,1
"3900",0,2,0,0,0,0,0,1,0,1
"3901",0,2,0,0,0,0,0,1,0,1
"3902",1,0,0,0,0,0,0,0,1,0
"3903",0,0,0,0,0,0,0,0,1,0
"3904",0,0,0,0,0,0,0,0,1,0
"3905",0,0,1,0,0,0,0,0,1,0
"3906",1,0,2,1,0,1,0,0,2,0
"3907",0,1,0,0,1,0,1,1,0,1
"3908",0,1,0,0,1,0,1,1,0,1
"3909",0,0,0,0,0,0,0,0,1,0
"3910",0,0,0,0,0,0,0,0,1,0
"3911",0,0,0,0,0,0,0,0,1,0
"3912",0,0,0,0,0,0,0,0,0,1
"3913",0,1,0,0,0,0,0,0,0,0
"3914",0,0,0,0,0,0,0,0,1,0
"3915",0,0,0,0,0,0,0,0,0,0
"3916",0,0,0,0,0,0,0,0,0,0
"3917",0,0,0,1,0,1,0,0,1,1
"3918",0,1,0,0,1,0,1,1,0,1
"3919",0,0,0,0,0,0,0,0,1,0
"3920",0,1,0,1,0,1,0,0,1,0
"3921",0,0,1,1,0,1,0,0,1,0
"3922",0,0,0,0,0,0,0,1,0,1
"3923",0,0,0,0,0,0,0,0,1,0
"3924",0,0,0,0,0,1,0,0,1,1
"3925",0,0,0,1,0,1,0,1,1,1
"3926",0,1,0,0,0,0,0,1,1,1
"3927",0,0,0,0,0,0,0,0,0,0
"3928",1,0,0,1,0,1,0,1,2,2
"3929",0,0,0,0,0,0,0,0,1,0
"3930",1,0,0,1,0,1,0,0,1,0
"3931",1,0,0,0,0,0,0,0,1,0
"3932",0,1,0,0,1,0,1,1,0,1
"3933",0,0,0,0,0,0,0,0,0,0
"3934",0,1,0,2,0,2,0,3,2,2
"3935",0,1,0,0,1,0,0,1,0,1
"3936",0,0,0,0,0,0,0,0,0,0
"3937",0,0,0,0,0,0,0,0,0,0
"3938",0,1,0,0,1,0,0,1,0,3
"3939",0,0,0,1,0,0,0,0,0,1
"3940",0,0,0,0,0,0,0,1,0,3
"3941",0,0,0,0,0,0,0,0,1,0
"3942",0,1,0,0,1,0,1,1,0,1
"3943",0,0,0,0,0,0,0,0,0,1
"3944",1,1,0,1,0,0,0,0,1,1
"3945",0,1,1,1,2,0,1,2,1,2
"3946",0,0,0,0,0,0,0,1,0,0
"3947",0,0,0,0,0,1,0,0,1,0
"3948",0,0,0,1,1,0,0,0,0,1
"3949",0,1,0,0,1,0,0,1,0,3
"3950",0,0,0,0,0,0,0,0,1,0
"3951",0,0,0,0,0,0,0,0,1,0
"3952",0,0,0,0,0,0,0,1,0,0
"3953",2,3,0,1,3,0,1,3,1,4
"3954",0,2,0,0,1,1,1,2,2,4
"3955",0,1,0,0,1,0,1,1,0,1
"3956",0,0,0,0,0,0,0,0,1,0
"3957",0,0,0,0,0,0,0,0,1,0
"3958",0,1,0,0,1,0,0,0,0,1
"3959",0,0,0,0,0,0,0,0,1,0
"3960",1,0,1,0,0,0,0,0,1,0
"3961",1,3,1,2,0,2,0,0,2,0
"3962",0,0,0,0,0,0,0,0,0,0
"3963",0,1,0,1,1,0,1,0,0,1
"3964",0,1,0,0,1,0,0,2,1,3
"3965",0,0,0,0,0,0,0,0,1,0
"3966",0,0,0,0,0,0,0,0,1,0
"3967",0,0,0,0,0,0,0,0,1,0
"3968",0,0,0,0,0,0,0,0,1,0
"3969",0,0,0,0,0,0,0,0,0,0
"3970",0,0,0,0,0,0,0,0,1,0
"3971",0,0,0,0,0,0,0,0,1,0
"3972",0,0,0,0,0,0,0,0,0,0
"3973",0,1,0,0,0,0,0,0,1,0
"3974",0,0,0,0,1,0,0,0,0,1
"3975",0,0,0,0,0,0,0,0,0,0
"3976",0,0,0,0,0,0,0,0,0,0
"3977",0,1,0,0,1,0,1,1,0,1
"3978",0,0,0,0,0,0,1,0,0,1
"3979",0,0,0,2,0,0,0,1,2,1
"3980",0,0,0,0,0,0,1,0,0,1
"3981",0,0,0,0,0,0,0,0,1,0
"3982",0,0,0,0,0,1,0,0,2,1
"3983",0,0,0,0,0,0,0,0,1,0
"3984",0,0,0,0,0,1,1,0,1,1
"3985",0,0,0,0,0,0,0,0,1,0
"3986",0,0,0,0,0,0,0,0,1,0
"3987",0,0,0,0,0,0,0,0,1,0
"3988",0,0,0,0,0,0,0,0,1,0
"3989",1,3,1,2,0,2,0,0,2,0
"3990",0,0,0,0,0,0,0,0,0,0
"3991",0,0,0,1,0,1,0,0,1,2
"3992",0,0,0,1,0,1,0,0,1,2
"3993",0,0,0,1,0,1,0,0,1,2
"3994",0,0,0,1,0,1,0,0,1,2
"3995",0,1,0,0,1,0,0,1,0,1
"3996",0,0,0,0,0,1,0,0,2,1
"3997",0,1,0,1,0,0,0,0,0,0
"3998",0,0,0,1,0,1,0,0,1,2
"3999",0,0,0,0,0,0,0,0,1,0
"4000",0,0,0,0,0,0,0,0,0,0
