"","anger","anticipation","disgust","fear","joy","sadness","surprise","trust","negative","positive"
"267",0,1,0,0,1,2,1,2,2,2
"268",0,0,0,0,0,0,0,1,0,2
"269",0,0,0,0,0,0,0,0,0,0
"270",0,0,0,0,0,0,0,0,0,0
"271",0,1,0,0,1,0,0,0,0,3
"272",0,3,0,0,2,0,3,3,0,3
"273",0,1,0,0,0,0,0,0,1,0
"274",0,0,0,0,0,0,0,0,0,0
"275",0,1,0,0,0,0,0,0,0,0
"276",1,1,0,0,0,1,0,1,1,1
"277",0,2,0,0,0,0,0,0,0,0
"278",0,0,1,1,0,1,0,0,2,0
"279",0,0,0,0,0,0,0,0,1,0
"280",0,1,0,0,0,0,0,0,0,0
"281",0,3,0,0,2,0,2,3,0,3
"282",0,1,0,0,1,2,1,2,2,2
"283",2,1,0,1,1,0,1,3,3,2
"284",0,0,0,0,0,0,0,0,1,0
"285",0,1,0,0,0,0,0,0,0,0
"286",0,1,0,1,2,0,2,2,0,2
"287",0,4,0,1,1,0,0,3,0,4
"288",1,2,0,1,0,1,0,0,1,0
"289",0,1,0,0,0,0,0,1,0,1
"290",0,1,0,0,0,0,0,0,1,0
"291",0,1,0,0,0,0,0,3,0,2
"292",1,2,0,1,1,0,0,1,1,2
"293",0,3,0,0,2,0,2,3,0,3
"294",0,2,0,2,2,3,1,1,2,2
"295",0,0,0,1,0,0,2,2,1,1
"296",0,1,0,0,0,0,0,0,0,0
"297",0,1,0,2,1,1,1,1,2,1
"298",0,3,0,0,0,0,0,0,0,0
"299",0,2,0,0,0,0,0,1,1,2
"300",0,1,0,0,0,0,0,1,0,1
"301",0,3,0,0,0,0,0,1,0,1
"302",0,0,0,0,0,0,0,1,0,1
"303",0,0,0,0,0,0,0,0,0,1
"304",0,0,0,0,1,0,1,2,1,6
"305",0,0,0,0,0,0,0,0,1,0
"306",0,1,0,0,1,0,1,1,0,1
"307",0,2,0,0,0,0,0,0,0,0
"308",0,0,0,0,0,0,0,0,1,2
"309",0,0,0,0,0,0,0,1,0,1
"310",0,1,0,0,1,0,0,1,0,2
"311",1,0,1,1,0,1,0,0,1,0
"312",0,3,0,0,0,0,0,0,0,0
"313",0,1,0,0,0,0,0,0,0,1
"314",0,1,0,0,0,0,0,0,0,1
"315",0,0,0,0,0,0,0,0,0,1
"316",0,1,0,0,0,1,0,0,1,0
"317",0,1,0,0,0,1,1,0,2,2
"318",0,4,0,0,3,2,0,2,3,4
"319",1,2,0,1,1,0,0,1,1,2
"320",0,2,0,1,1,0,2,1,1,1
"321",0,0,0,0,0,0,0,0,1,0
"322",0,2,0,0,0,0,0,0,0,2
"323",0,2,0,0,0,0,0,0,0,2
"324",0,0,0,0,0,0,0,0,0,0
"325",0,3,0,0,0,0,0,1,0,1
"326",0,0,0,0,0,0,0,0,0,0
"327",0,2,0,0,0,0,0,0,0,2
"328",0,2,0,0,0,0,0,0,0,2
"329",0,2,0,0,0,0,0,0,0,2
"330",0,0,0,0,0,0,0,0,1,0
"331",0,1,0,0,0,0,0,0,1,0
"332",1,2,0,1,0,1,0,0,1,1
"333",0,1,0,0,0,0,0,0,0,0
"334",0,0,0,0,0,0,0,0,1,0
"335",0,1,0,0,0,0,0,0,0,0
"336",0,0,0,1,0,2,0,0,2,0
"337",1,0,1,2,0,1,0,0,4,0
"338",1,0,1,2,0,1,0,0,4,0
"339",1,0,0,2,0,1,0,1,1,3
"340",0,0,0,0,0,0,0,0,0,0
"341",0,0,0,0,0,0,0,0,0,0
"342",0,0,0,0,0,0,0,0,0,0
"343",0,1,0,0,0,0,0,0,0,1
"344",1,0,0,2,0,1,0,1,1,3
"345",0,0,0,0,0,0,0,0,0,1
"346",0,0,0,1,0,0,0,0,0,0
"347",0,0,0,1,0,1,0,1,1,0
"348",0,1,0,0,0,0,0,0,0,1
"349",0,0,0,0,0,0,0,1,0,1
"350",2,4,2,2,2,3,2,1,3,2
"351",0,0,0,0,0,0,0,0,1,0
"352",0,0,0,0,0,0,0,0,0,0
"353",0,1,0,0,0,0,0,1,0,1
"354",0,1,0,0,1,1,0,1,1,3
"355",0,1,0,0,0,0,0,1,0,1
"356",1,2,0,2,1,1,1,1,1,4
"357",0,0,0,0,0,0,0,0,1,0
"358",1,0,0,1,0,1,0,0,1,0
"359",3,2,2,2,1,2,0,1,3,1
"360",0,2,0,0,0,0,0,0,0,1
"361",0,0,0,1,0,0,0,0,0,1
"362",0,2,0,0,1,0,0,1,0,1
"363",0,1,0,0,0,0,0,1,1,2
"364",0,2,0,0,0,0,0,0,0,0
"365",0,0,0,0,0,0,0,0,0,0
"366",0,0,0,1,1,0,0,0,1,1
"367",1,2,0,1,1,1,0,0,1,2
"368",2,0,1,0,0,2,1,0,3,2
"369",0,2,0,0,2,0,2,1,0,2
"370",0,0,0,0,0,0,0,0,0,0
"371",0,0,0,0,0,0,0,0,1,0
"372",0,0,0,0,0,0,0,0,0,0
"373",0,0,0,0,0,1,0,1,1,1
"374",1,0,1,1,0,1,0,0,1,1
"375",0,1,0,0,1,0,1,1,0,1
"376",0,1,0,0,0,0,0,1,0,1
"377",0,0,0,0,0,0,0,1,0,2
"378",0,0,0,0,0,2,0,0,2,0
"379",0,0,1,0,0,0,0,0,1,0
"380",0,2,0,0,2,0,2,1,0,2
"381",0,0,0,0,1,0,0,0,0,1
"382",1,0,0,1,0,0,0,1,2,0
"383",0,0,0,1,0,1,1,0,1,0
"384",0,0,0,0,0,0,0,0,2,0
"385",0,0,0,0,0,0,0,0,0,1
"386",0,1,0,0,2,0,1,0,0,2
"387",0,1,0,0,2,0,1,0,0,2
"388",0,1,0,0,0,0,0,0,3,1
"389",0,0,0,0,0,1,0,1,1,1
"390",1,1,1,2,0,2,1,0,2,0
"391",0,1,0,0,0,0,0,0,0,0
"392",0,0,0,0,0,0,0,0,0,1
"393",0,1,0,0,0,0,0,2,0,0
"394",0,0,0,1,0,1,0,0,1,0
"395",0,0,0,0,0,0,0,0,0,1
"396",1,0,1,1,0,1,0,0,1,0
"397",0,0,0,0,0,0,0,1,1,0
"398",0,1,0,1,0,0,0,0,0,0
"399",0,0,1,0,0,1,0,1,0,2
"400",0,0,0,0,0,0,0,1,0,1
"401",0,0,0,0,0,0,0,0,0,0
"402",0,1,0,0,2,0,1,0,0,3
"403",0,1,0,0,0,0,0,2,0,0
"404",1,2,0,1,1,0,0,1,1,2
"405",0,0,0,0,0,0,0,0,0,0
"406",0,4,0,0,0,0,0,1,0,2
"407",0,2,0,0,0,0,0,0,0,0
"408",0,1,0,0,1,2,1,2,2,2
"409",0,1,0,2,0,0,0,1,1,2
"410",0,1,0,0,0,0,0,1,0,1
"411",1,0,1,1,0,0,0,0,1,0
"412",0,2,0,0,0,0,0,2,1,1
"413",0,2,0,0,0,0,0,0,0,0
"414",0,1,0,1,0,0,0,0,0,1
"415",0,2,0,0,0,0,0,2,1,1
"416",0,1,0,1,0,0,0,0,0,1
"417",0,0,0,0,0,0,0,1,0,1
"418",0,2,0,0,0,0,0,2,1,1
"419",0,0,0,0,0,0,0,0,0,1
"420",0,2,2,3,0,2,0,0,4,0
"421",0,2,2,3,0,2,0,0,4,0
"422",1,0,0,1,0,2,0,0,4,0
"423",0,2,2,3,0,2,0,0,4,0
"424",0,0,0,0,0,0,0,0,0,0
"425",0,2,2,3,0,2,0,0,4,0
"426",0,3,0,0,0,0,0,1,0,2
"427",0,2,0,0,0,0,0,0,0,0
"428",0,0,0,0,0,0,0,0,0,0
"429",0,0,0,0,0,0,0,0,0,0
"430",0,0,0,0,0,0,0,0,2,0
"431",0,0,0,0,0,0,0,3,0,3
"432",0,2,2,3,0,2,0,0,4,0
"433",0,1,0,1,0,0,0,0,0,1
"434",0,3,0,0,1,0,1,1,0,1
"435",0,1,0,0,0,0,0,1,0,0
"436",0,0,0,0,0,0,0,3,0,3
"437",0,0,0,0,0,0,0,0,0,0
"438",0,0,0,0,0,0,0,0,0,0
"439",0,1,0,0,0,0,0,0,0,1
"440",1,2,1,1,0,0,0,0,1,0
"441",0,0,0,0,0,0,0,0,1,0
"442",0,0,0,0,0,0,0,0,0,0
"443",0,2,0,0,0,0,0,0,0,0
"444",0,1,0,0,1,0,0,0,0,1
"445",0,0,0,0,0,0,0,0,0,0
"446",0,0,0,0,0,0,0,3,0,3
"447",0,0,0,0,0,0,0,0,0,0
"448",1,0,1,1,0,1,0,0,1,0
"449",2,1,0,3,0,3,0,0,4,1
"450",0,2,0,0,0,0,0,0,0,0
"451",0,0,0,0,0,0,0,0,0,0
"452",0,0,0,0,0,0,0,0,1,0
"453",0,0,0,0,0,0,0,0,0,0
"454",0,0,0,0,0,0,0,1,1,3
"455",0,0,0,0,0,0,0,3,0,3
"456",3,1,1,2,1,2,1,1,3,2
"457",0,2,0,0,2,0,1,2,0,2
"458",0,2,0,0,0,0,0,0,0,0
"459",1,0,1,1,0,2,0,0,2,0
"460",0,1,0,1,0,0,0,0,1,0
"461",0,1,0,1,1,1,1,1,1,3
"462",3,2,2,3,0,3,0,0,3,0
"463",0,1,0,0,0,0,0,0,0,1
"464",0,2,0,0,0,0,0,0,0,0
"465",0,1,0,0,0,0,0,0,1,1
"466",0,0,0,0,0,0,0,3,0,3
"467",0,1,1,0,0,0,0,1,0,0
"468",0,0,0,0,0,0,0,3,0,3
"469",1,2,1,0,1,0,0,0,1,1
"470",0,0,0,0,0,0,0,0,0,0
"471",0,3,0,0,0,0,0,1,0,2
"472",1,2,1,2,0,1,0,0,1,0
"473",0,1,0,0,0,0,0,0,0,0
"474",1,2,0,1,1,0,0,1,1,2
"475",0,2,2,3,0,2,0,0,4,0
"476",0,1,0,0,0,0,0,1,0,1
"477",1,1,0,1,0,0,1,0,1,0
"478",0,0,0,0,0,0,0,0,0,0
"479",0,2,1,0,0,0,0,0,1,1
"480",2,0,1,2,0,2,0,0,2,0
"481",0,1,0,0,0,0,0,1,0,1
"482",0,1,0,0,0,1,0,2,1,2
"483",0,3,0,0,0,0,0,2,0,2
"484",0,0,0,1,0,0,0,0,1,0
"485",0,1,0,0,0,0,0,1,1,1
"486",0,0,0,0,0,0,0,0,0,1
"487",0,1,0,0,0,1,0,0,1,0
"488",0,2,0,0,0,1,0,0,2,1
"489",0,0,0,1,0,1,0,1,0,2
"490",0,1,0,0,0,0,0,0,0,0
"491",0,0,0,0,0,0,0,0,0,0
"492",1,1,1,1,0,2,0,0,2,0
"493",0,1,0,0,0,0,0,0,0,0
"494",0,0,0,0,0,0,0,1,0,2
"495",0,0,0,0,0,0,0,0,0,0
"496",0,0,0,0,0,0,0,0,0,0
"497",1,1,1,1,0,2,0,0,2,0
"498",1,1,1,1,0,1,0,2,1,3
"499",0,0,0,0,0,0,0,0,0,0
"500",0,2,0,0,3,0,2,1,0,4
"501",0,3,0,0,0,0,0,1,0,1
"502",1,1,1,1,0,2,0,0,2,0
"503",0,1,0,0,0,1,0,2,1,2
"504",1,1,3,2,0,2,1,1,3,1
"505",0,1,1,1,1,1,1,2,1,3
"506",0,0,0,0,0,0,0,0,0,1
"507",0,1,0,0,0,0,0,0,0,0
"508",2,0,1,2,0,2,0,0,2,0
"509",0,0,0,0,0,0,0,0,0,0
"510",1,1,1,1,0,2,0,0,2,0
"511",1,0,1,1,0,2,0,1,2,1
"512",0,1,0,0,0,0,0,0,0,0
"513",0,2,0,0,1,0,0,1,0,3
"514",0,0,0,0,0,0,0,0,0,0
"515",0,0,0,0,0,0,0,0,0,0
"516",0,4,0,0,3,0,2,2,0,3
"517",0,4,0,0,2,0,2,3,0,4
"518",0,1,0,0,0,0,0,0,0,2
"519",0,2,0,0,0,0,0,0,0,0
"520",0,4,0,0,1,0,0,0,1,2
"521",0,2,0,0,0,0,0,0,0,0
"522",0,4,0,0,3,0,2,2,0,3
"523",0,4,0,0,3,0,2,2,0,3
"524",0,1,0,0,0,0,0,0,0,0
"525",0,0,0,0,0,0,0,1,0,0
"526",0,3,0,0,1,0,0,1,0,2
"527",0,4,0,0,2,0,2,3,0,4
"528",0,4,0,0,1,0,0,0,1,2
"529",0,0,0,0,0,0,0,0,0,0
"530",0,5,0,1,3,0,2,3,0,4
"531",0,5,0,0,3,0,2,3,0,4
"532",0,1,0,0,1,0,0,2,0,2
"533",0,3,0,0,0,0,0,0,0,2
"534",0,3,0,0,0,0,0,0,0,2
"535",0,1,0,0,0,0,0,0,0,0
"536",0,5,0,0,3,0,2,3,0,4
"537",0,0,0,0,0,0,0,0,0,0
"538",0,1,0,0,0,0,0,0,0,2
"539",0,2,0,0,0,0,0,0,0,1
"540",0,0,0,0,0,0,0,0,0,0
"541",0,0,0,0,0,0,0,0,0,0
"542",0,1,0,0,0,0,0,0,0,2
"543",2,1,2,1,0,0,0,1,2,1
"544",0,2,0,0,0,0,0,0,0,1
"545",0,3,0,1,1,0,0,2,0,3
"546",0,1,0,1,0,1,0,0,1,0
"547",0,2,0,2,2,3,1,1,2,2
"548",0,2,0,0,0,0,0,1,0,1
"549",0,1,0,0,1,0,0,1,0,1
"550",0,1,0,1,0,0,0,0,1,0
"551",0,2,0,0,0,0,0,0,0,0
"552",0,1,0,0,0,0,0,1,0,1
"553",0,0,0,0,0,0,0,0,0,0
"554",0,2,0,0,2,1,1,4,1,4
"555",1,1,0,1,1,0,1,1,0,1
"556",0,2,0,0,1,1,1,1,0,2
"557",0,2,0,0,2,1,1,4,1,4
"558",0,0,0,0,0,0,0,0,0,0
"559",0,1,0,0,0,0,0,0,0,0
"560",0,1,0,0,0,0,0,1,0,1
"561",1,1,0,1,1,0,1,1,0,1
"562",0,0,0,1,0,0,0,0,1,0
"563",0,1,0,0,3,0,0,2,0,4
"564",0,0,0,0,0,0,0,0,0,0
"565",0,0,0,0,0,0,0,2,0,2
"566",0,0,0,1,0,0,0,0,1,0
"567",0,2,0,0,0,0,0,1,0,1
"568",0,0,0,0,0,0,0,0,0,0
"569",0,0,0,0,0,0,0,0,0,0
"570",0,1,1,0,1,2,1,1,2,1
"571",0,1,0,0,1,0,1,2,0,2
"572",1,2,0,1,1,1,0,1,1,1
"573",0,2,0,0,0,0,0,0,0,1
"574",0,1,0,0,0,0,0,0,1,0
"575",0,2,1,0,0,1,0,0,1,0
